"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","developmental process involved in reproduction","GO:0003006","0.000037163610665043885","4.4298820983455816","1574","2269","229","21899","AT1G49490,AT2G45190,AT1G17840,AT4G37750,AT5G16230,AT1G02065,AT2G26330,AT5G13170,AT2G28550,AT5G46880,AT1G13290,AT5G60910,AT2G02850,AT2G34830,AT5G42630,AT4G32980,AT4G36920,AT2G41370,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT4G24660,AT1G67730,AT4G39010,AT2G28610,AT2G38110,AT3G02610,AT3G57510,AT1G26310,AT1G71450,AT4G00180,AT1G09540,AT3G26744,AT5G39660,AT1G10470,AT2G33860,AT1G46480,AT5G45980,AT1G69780,AT5G62230,AT3G15510,AT3G57670,AT4G25140,AT5G23280,AT5G18000,AT2G42200,AT2G37630,AT5G61850,AT3G52600,AT5G55390,AT3G51840,AT3G63210,AT1G14720,AT3G22780,AT5G41380,AT4G07960,AT1G29430,AT5G54650,AT5G44120,AT1G69120,AT1G68130,AT2G20300,AT4G20270,AT5G06720,AT5G28640,AT5G57800,AT5G65700,AT5G56270,AT5G53550,AT5G16500,AT4G09960,AT1G19850,AT4G36620,AT3G28860,AT3G47620,AT5G67360,AT4G24580,AT1G06520,AT3G15030,AT2G21050,AT5G45800,AT1G31650,AT4G36930,AT1G04500,AT5G06850,AT3G50330,AT2G15790,AT2G44190,AT1G05470,AT5G13710,AT4G35900,AT1G69770,AT1G06660,AT5G43900,AT4G38900,AT5G07280,AT3G57870,AT4G04890,AT2G42260,AT4G34160,AT5G24330,AT1G05830,AT5G48300,AT1G70560,AT3G15380,AT3G12280,AT3G01570,AT1G64980,AT5G50670,AT3G12145,AT2G48130,AT2G23950,AT3G28917,AT5G48600,AT3G54180,AT2G26700,AT3G46550,AT1G33265,AT1G32240,AT3G09670,AT5G46960,AT3G54650,AT5G13290,AT5G55820,AT5G37020,AT2G13680,AT5G22740,AT2G21540,AT4G08850,AT1G77740,AT1G44900,AT1G22610,AT1G60220,AT1G09240,AT2G34140,AT4G15890,AT5G15740,AT1G67580,AT2G41970,AT1G53160,AT3G19580,AT5G65410,AT5G62940,AT1G15110,AT5G53400,AT2G41210,AT3G57860,AT5G22110,AT1G12110,AT1G68640,AT2G18650,AT1G05010,AT2G46660,AT1G14440,AT4G31590,AT2G17180,AT3G09070,AT5G64390,AT2G32700,AT4G39400,AT5G03470,AT4G38430,AT4G32551,AT5G57880,AT5G14010,AT3G18990,AT1G63990,AT3G61150,AT5G09530,AT1G13710,AT1G65620,AT5G16560,AT3G20070,AT4G22970,AT4G11150,AT5G05280,AT5G02030,AT4G30200,AT5G16460,AT2G27990,AT2G34630,AT2G33670,AT1G78420,AT4G00020,AT3G22960,AT5G43810,AT3G14020,AT3G11580,AT1G75080,AT4G16340,AT3G63530,AT4G24560,AT3G59420,AT3G56960,AT1G30330,AT3G53700,AT5G42080,AT5G22650,AT4G31400,AT5G51230,AT5G16020,AT2G36910,AT4G11720,AT2G01210,AT4G31820,AT5G04560,AT1G35670,AT5G16750,AT4G03110,AT5G49160,AT4G17460,AT1G59640,AT1G79500,AT5G61480,AT1G71830,AT2G35510,AT5G18700,AT3G49670,AT4G34530,AT4G20050,AT2G21770,AT1G60800,AT1G28240,AT2G27460,AT2G23380,AT3G18000,AT1G73590,AT1G08260"
"GO:BP","regulation of gene expression","GO:0010468","0.000040485950165705816","4.392695663800903","2716","491","103","21899","AT3G01140,AT4G39250,AT5G50915,AT2G45190,AT4G37750,AT2G41940,AT1G15360,AT1G46264,AT4G08150,AT5G53210,AT2G44745,AT3G13890,AT2G28550,AT3G06120,AT2G46810,AT1G73360,AT5G46880,AT1G13290,AT5G60910,AT2G34830,AT5G42630,AT4G32980,AT5G10970,AT4G36920,AT1G21340,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT1G75250,AT5G57620,AT2G17770,AT2G28610,AT4G01460,AT3G13960,AT1G08810,AT3G52525,AT1G27370,AT4G00730,AT1G26310,AT1G71450,AT4G00180,AT1G09540,AT3G26744,AT5G39660,AT1G10470,AT1G32640,AT1G04240,AT1G79960,AT2G33860,AT1G46480,AT1G59940,AT5G45980,AT1G69780,AT3G52440,AT5G06510,AT3G15510,AT5G49700,AT3G57670,AT5G43290,AT3G52770,AT5G23280,AT2G42200,AT4G37740,AT1G72360,AT2G37630,AT5G61850,AT3G58110,AT2G45050,AT5G65790,AT1G15910,AT3G57600,AT5G55390,AT3G28910,AT2G42300,AT2G35640,AT2G36400,AT4G04605,AT3G22780,AT2G38090,AT3G21330,AT3G58120,AT1G76420,AT3G14310,AT5G54630,AT2G36026,AT3G18550,AT4G21440,AT2G18500,AT1G09250,AT2G14210,AT5G14070,AT5G25190,AT1G72570,AT3G14980,AT1G69120,AT1G68130,AT2G26580,AT1G56170,AT1G76890,AT5G28300,AT3G55370,AT1G10120"
"GO:BP","regulation of cell cycle process","GO:0010564","0.000045412452070387646","4.342825047495915","98","2049","28","21899","AT1G03780,AT3G48160,AT1G72670,AT5G02220,AT3G01015,AT1G20930,AT5G52950,AT3G25980,AT1G76540,AT2G33560,AT3G12280,AT1G15570,AT5G52910,AT3G54180,AT3G02820,AT4G32730,AT1G02970,AT1G04650,AT3G57860,AT5G05510,AT5G37478,AT5G11300,AT4G22970,AT4G24710,AT1G80370,AT3G59420,AT3G08880,AT4G17760"
"GO:BP","regulation of cell cycle","GO:0051726","0.00004845314975021746","4.3146779859057585","166","2049","39","21899","AT1G03780,AT3G48160,AT1G72670,AT5G02220,AT3G01015,AT1G20930,AT5G52950,AT3G25980,AT1G76540,AT2G36010,AT5G22220,AT5G24330,AT2G33560,AT5G48820,AT3G12280,AT1G15570,AT1G63100,AT5G52910,AT3G54180,AT3G02820,AT2G31270,AT4G32730,AT1G02970,AT1G04650,AT1G65470,AT3G57860,AT5G05510,AT5G37478,AT5G11300,AT4G22970,AT4G24710,AT1G80370,AT4G37650,AT3G54710,AT2G44740,AT3G59420,AT3G08880,AT2G45080,AT4G17760"
"GO:BP","auxin polar transport","GO:0009926","0.0000504137280990553","4.297451185264087","102","2641","33","21899","AT1G17140,AT5G14090,AT1G15690,AT5G13930,AT1G29430,AT1G68130,AT1G10030,AT3G28860,AT5G13750,AT1G30690,AT1G70560,AT3G15380,AT5G03280,AT3G51670,AT4G26610,AT1G70940,AT3G03773,AT1G12110,AT5G56750,AT4G30960,AT2G47000,AT2G38120,AT4G38430,AT5G19530,AT2G36910,AT4G31820,AT5G47750,AT2G26170,AT1G73590,AT1G13580,AT1G54990,AT3G43300,AT1G13980"
"GO:BP","DNA unwinding involved in DNA replication","GO:0006268","0.000050936734425352166","4.2929689012748415","6","1357","6","21899","AT5G46280,AT5G44635,AT2G07690,AT4G02060,AT2G16440,AT1G44900"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","0.00005988808261723101","4.222659591108247","2666","491","101","21899","AT3G01140,AT4G39250,AT5G50915,AT2G45190,AT4G37750,AT2G41940,AT1G15360,AT1G46264,AT4G08150,AT5G53210,AT2G44745,AT3G13890,AT2G28550,AT3G06120,AT2G46810,AT1G73360,AT5G46880,AT1G13290,AT5G60910,AT2G34830,AT5G42630,AT4G32980,AT5G10970,AT4G36920,AT1G21340,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT1G75250,AT5G57620,AT2G17770,AT2G28610,AT4G01460,AT3G13960,AT1G08810,AT3G52525,AT1G27370,AT4G00730,AT1G26310,AT1G71450,AT4G00180,AT1G09540,AT3G26744,AT5G39660,AT1G10470,AT1G32640,AT1G04240,AT1G79960,AT2G33860,AT1G46480,AT1G59940,AT5G45980,AT1G69780,AT3G52440,AT5G06510,AT1G12350,AT3G15510,AT5G49700,AT3G57670,AT5G43290,AT3G52770,AT5G23280,AT2G42200,AT4G37740,AT1G72360,AT2G37630,AT5G61850,AT1G07090,AT2G45050,AT5G65790,AT3G57600,AT5G55390,AT3G28910,AT2G42300,AT2G35640,AT2G36400,AT4G04605,AT3G22780,AT2G38090,AT3G21330,AT3G58120,AT1G76420,AT5G54630,AT2G36026,AT3G18550,AT4G21440,AT2G18500,AT1G09250,AT2G14210,AT5G14070,AT5G25190,AT1G72570,AT1G69120,AT1G68130,AT2G26580,AT1G56170,AT1G76890,AT5G28300,AT3G55370,AT1G10120"
"GO:BP","phyllome development","GO:0048827","0.00006807817590973863","4.1669920892769925","573","335","28","21899","AT2G45190,AT1G17840,AT1G02065,AT2G26330,AT5G13170,AT2G44300,AT1G13290,AT2G02850,AT5G42630,AT4G36920,AT2G41370,AT1G69180,AT2G28610,AT3G13960,AT1G27370,AT3G57510,AT4G00180,AT5G45980,AT1G31040,AT1G69780,AT5G62230,AT3G15510,AT3G52770,AT2G42200,AT2G37630,AT1G15690,AT3G52600,AT5G55390"
"GO:BP","polysaccharide biosynthetic process","GO:0000271","0.00006826019733339436","4.165832460553712","215","2623","54","21899","AT2G03220,AT2G38320,AT2G37090,AT2G20370,AT3G58790,AT1G02730,AT5G01360,AT5G13000,AT5G48300,AT3G21190,AT1G67330,AT2G13680,AT5G16910,AT1G28490,AT5G15740,AT1G27680,AT4G09990,AT2G33570,AT5G41040,AT5G04885,AT1G11720,AT3G22190,AT2G32700,AT2G38650,AT3G25140,AT2G28315,AT5G67210,AT5G62220,AT3G61130,AT3G55990,AT1G78880,AT4G10260,AT5G67230,AT1G16860,AT1G79500,AT1G06490,AT3G59100,AT2G21770,AT5G09870,AT1G28240,AT3G62720,AT2G34410,AT3G54690,AT2G39770,AT4G18780,AT5G05170,AT1G30620,AT5G64740,AT3G07160,AT5G61840,AT3G49720,AT1G77460,AT5G47780,AT3G26370"
"GO:BP","regulation of macromolecule biosynthetic process","GO:0010556","0.00007300403445304031","4.136653138615471","2748","491","103","21899","AT3G01140,AT4G39250,AT5G50915,AT2G45190,AT4G37750,AT2G41940,AT1G15360,AT1G46264,AT4G08150,AT5G53210,AT2G44745,AT3G13890,AT2G28550,AT3G06120,AT2G46810,AT1G73360,AT5G46880,AT1G13290,AT5G60910,AT2G34830,AT5G42630,AT4G32980,AT5G10970,AT4G36920,AT1G21340,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT1G75250,AT5G57620,AT2G17770,AT2G28610,AT4G01460,AT3G13960,AT1G08810,AT3G52525,AT1G27370,AT4G00730,AT1G26310,AT1G71450,AT4G00180,AT1G09540,AT3G26744,AT5G39660,AT1G10470,AT1G32640,AT1G04240,AT1G79960,AT2G33860,AT1G46480,AT1G59940,AT5G45980,AT1G69780,AT3G52440,AT5G06510,AT3G15510,AT5G49700,AT3G57670,AT5G43290,AT3G52770,AT5G23280,AT2G42200,AT4G37740,AT1G72360,AT2G37630,AT5G61850,AT3G58110,AT2G45050,AT5G65790,AT1G15910,AT3G57600,AT5G55390,AT3G28910,AT2G42300,AT2G35640,AT2G36400,AT4G04605,AT3G22780,AT2G38090,AT3G21330,AT3G58120,AT1G76420,AT3G14310,AT5G54630,AT2G36026,AT3G18550,AT4G21440,AT2G18500,AT1G09250,AT2G14210,AT5G14070,AT5G25190,AT1G72570,AT3G14980,AT1G69120,AT1G68130,AT2G26580,AT1G56170,AT1G76890,AT5G28300,AT3G55370,AT1G10120"
"GO:BP","regulation of metabolic process","GO:0019222","0.00007952207763281075","4.099512281871835","3187","491","115","21899","AT3G01140,AT4G39250,AT5G50915,AT2G45190,AT4G37750,AT2G41940,AT1G15360,AT1G46264,AT4G08150,AT5G53210,AT2G44745,AT3G13890,AT2G28550,AT3G06120,AT2G46810,AT1G73360,AT5G46880,AT1G13290,AT5G60910,AT5G05340,AT2G34830,AT5G42630,AT4G32980,AT5G10970,AT4G36920,AT1G21340,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT1G75250,AT5G57620,AT2G17770,AT2G28610,AT4G01460,AT3G13960,AT1G08810,AT3G52525,AT1G27370,AT5G14920,AT4G00730,AT1G26310,AT1G71450,AT4G00180,AT1G09540,AT5G48930,AT3G26744,AT5G39660,AT1G10470,AT1G32640,AT1G04240,AT1G79960,AT2G46370,AT2G33860,AT1G46480,AT1G59940,AT5G45980,AT5G16450,AT1G69780,AT3G52440,AT5G06510,AT3G15510,AT5G49700,AT3G57670,AT4G28720,AT5G43290,AT3G52770,AT5G23280,AT2G42200,AT4G37740,AT1G72360,AT2G37630,AT1G15690,AT5G61850,AT3G58110,AT2G45050,AT5G65790,AT1G15910,AT3G57600,AT5G55390,AT3G28455,AT3G28910,AT2G42300,AT2G35640,AT2G36400,AT4G04605,AT5G13930,AT3G22780,AT2G38090,AT3G21330,AT3G58120,AT1G54570,AT1G76420,AT3G14310,AT5G54630,AT2G36026,AT3G18550,AT1G75500,AT4G21440,AT2G18500,AT1G09250,AT2G14210,AT5G14070,AT5G25190,AT1G72570,AT3G14980,AT1G69120,AT1G68130,AT2G26580,AT2G32010,AT1G56170,AT1G76890,AT5G28300,AT3G55370,AT1G10120"
"GO:BP","regulation of cellular metabolic process","GO:0031323","0.00010188903554156654","3.9918725486726565","3092","491","112","21899","AT3G01140,AT4G39250,AT5G50915,AT2G45190,AT4G37750,AT2G41940,AT1G15360,AT1G46264,AT4G08150,AT5G53210,AT2G44745,AT3G13890,AT2G28550,AT3G06120,AT2G46810,AT1G73360,AT5G46880,AT1G13290,AT5G60910,AT5G05340,AT2G34830,AT5G42630,AT4G32980,AT5G10970,AT4G36920,AT1G21340,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT1G75250,AT5G57620,AT2G17770,AT2G28610,AT4G01460,AT3G13960,AT1G08810,AT3G52525,AT1G27370,AT5G14920,AT4G00730,AT1G26310,AT1G71450,AT4G00180,AT1G09540,AT3G26744,AT5G39660,AT1G10470,AT1G32640,AT1G04240,AT1G79960,AT2G46370,AT2G33860,AT1G46480,AT1G59940,AT5G45980,AT5G16450,AT1G69780,AT3G52440,AT5G06510,AT3G15510,AT5G49700,AT3G57670,AT4G28720,AT5G43290,AT3G52770,AT5G23280,AT2G42200,AT4G37740,AT1G72360,AT2G37630,AT5G61850,AT3G58110,AT2G45050,AT5G65790,AT1G15910,AT3G57600,AT5G55390,AT3G28455,AT3G28910,AT2G42300,AT2G35640,AT2G36400,AT4G04605,AT3G22780,AT2G38090,AT3G21330,AT3G58120,AT1G54570,AT1G76420,AT3G14310,AT5G54630,AT2G36026,AT3G18550,AT1G75500,AT4G21440,AT2G18500,AT1G09250,AT2G14210,AT5G14070,AT5G25190,AT1G72570,AT3G14980,AT1G69120,AT1G68130,AT2G26580,AT2G32010,AT1G56170,AT1G76890,AT5G28300,AT3G55370,AT1G10120"
"GO:BP","cutin biosynthetic process","GO:0010143","0.00010494308902704942","3.9790461563787947","19","142","5","21899","AT3G01140,AT1G15360,AT1G49430,AT5G23940,AT2G38110"
"GO:BP","cutin-based cuticle development","GO:0160062","0.00010494308902704942","3.9790461563787947","19","142","5","21899","AT3G01140,AT1G15360,AT1G49430,AT5G23940,AT2G38110"
"GO:BP","cellular component organization or biogenesis","GO:0071840","0.00013505744481998513","3.8694814710461487","2786","2662","424","21899","AT2G21140,AT1G49490,AT2G26330,AT2G44745,AT2G38540,AT5G53370,AT3G13890,AT1G70710,AT1G64760,AT1G73360,AT5G47500,AT4G28250,AT4G03210,AT2G01990,AT2G43050,AT2G36870,AT2G26440,AT4G39010,AT4G00730,AT4G02290,AT1G53830,AT3G57510,AT5G48930,AT5G57560,AT5G03170,AT1G29170,AT1G32640,AT4G34490,AT2G41740,AT5G19730,AT3G61230,AT3G05470,AT4G33220,AT4G25140,AT4G20140,AT1G15690,AT2G39700,AT4G20260,AT1G69230,AT1G15910,AT5G55390,AT4G20190,AT1G65680,AT1G14720,AT4G24140,AT5G56590,AT3G25690,AT3G14310,AT3G02210,AT1G70370,AT1G26770,AT4G07960,AT5G57550,AT1G29430,AT4G26690,AT5G54650,AT1G75500,AT5G51330,AT3G58040,AT3G14980,AT3G23840,AT2G22740,AT4G34480,AT4G19410,AT5G10150,AT5G13870,AT2G03220,AT1G03780,AT4G02320,AT5G09810,AT5G23420,AT3G19570,AT5G02010,AT1G02800,AT3G63430,AT5G55480,AT1G69530,AT5G02560,AT2G37090,AT4G39460,AT3G47690,AT5G08380,AT2G20370,AT1G12040,AT5G43530,AT3G28860,AT3G58790,AT3G55500,AT2G30820,AT3G05620,AT2G28150,AT5G12870,AT1G02730,AT1G31650,AT5G01360,AT4G34850,AT5G59870,AT5G27370,AT5G13000,AT5G51600,AT3G19050,AT3G44960,AT3G01015,AT3G25500,AT1G74160,AT4G27670,AT5G59790,AT5G46280,AT2G44190,AT3G25980,AT1G19835,AT4G05190,AT2G07050,AT1G66230,AT1G69770,AT4G30870,AT3G54920,AT1G06660,AT2G33793,AT5G43900,AT3G59550,AT1G55790,AT3G05330,AT5G48460,AT4G21820,AT4G26760,AT1G04030,AT3G44050,AT2G42260,AT3G23890,AT5G67270,AT4G26700,AT5G12250,AT5G24330,AT2G46225,AT1G05830,AT1G20696,AT1G71360,AT2G35160,AT2G36570,AT2G33560,AT2G40320,AT3G21190,AT5G03740,AT3G15380,AT3G58650,AT3G06030,AT5G65930,AT1G17130,AT3G12280,AT2G06510,AT5G62700,AT2G46930,AT2G32990,AT1G77720,AT2G36200,AT4G32830,AT4G39950,AT5G03280,AT1G06920,AT5G25830,AT5G62410,AT5G16270,AT2G35880,AT1G07130,AT4G18800,AT5G48600,AT5G44635,AT5G64630,AT3G55090,AT5G42400,AT3G09670,AT5G66750,AT3G54650,AT1G24764,AT2G20190,AT2G07690,AT1G67330,AT5G57220,AT1G60170,AT4G02060,AT3G17440,AT4G16265,AT2G13680,AT5G22740,AT5G16910,AT2G16440,AT1G44900,AT3G19820,AT2G26770,AT2G31270,AT5G14620,AT2G32590,AT5G15490,AT1G09450,AT1G28490,AT1G32860,AT5G60170,AT4G15890,AT5G15740,AT1G80170,AT2G27500,AT1G04650,AT3G03773,AT3G57060,AT4G04910,AT1G65470,AT5G65270,AT3G44990,AT2G30620,AT2G06850,AT2G41210,AT3G57860,AT3G24480,AT2G33570,AT5G41040,AT1G64960,AT5G60930,AT1G21460,AT3G20780,AT1G20010,AT2G27040,AT5G05510,AT1G58250,AT5G23860,AT1G50010,AT4G31590,AT1G10200,AT2G01480,AT3G20860,AT4G33050,AT3G22190,AT3G20290,AT5G08120,AT2G32700,AT1G79890,AT5G63920,AT1G66810,AT4G39400,AT1G50240,AT2G34160,AT5G03470,AT5G37478,AT4G38430,AT1G26355,AT4G32551,AT1G20720,AT5G23870,AT2G01910,AT5G57880,AT4G19350,AT5G48520,AT1G63990,AT4G14960,AT1G19100,AT1G14690,AT2G38650,AT5G03760,AT2G40550,AT3G23090,AT1G29250,AT4G22970,AT4G19420,AT1G56190,AT4G34980,AT2G45110,AT4G11150,AT5G37630,AT3G25140,AT2G14050,AT4G30200,AT1G31420,AT1G67370,AT2G28315,AT4G11220,AT5G16460,AT4G18470,AT2G05210,AT3G05910,AT3G12110,AT4G24710,AT5G40840,AT1G63910,AT1G08840,AT4G12400,AT3G48670,AT1G61000,AT5G67210,AT3G54710,AT4G28500,AT1G68560,AT4G16340,AT1G04730,AT1G11545,AT5G48720,AT1G08560,AT2G45280,AT5G16600,AT2G01600,AT1G10930,AT5G59890,AT3G56960,AT5G58480,AT5G42080,AT1G22275,AT5G22650,AT2G31200,AT4G31400,AT5G51230,AT3G61130,AT2G29890,AT2G36910,AT3G18730,AT2G38720,AT5G27120,AT4G11720,AT5G05130,AT3G44200,AT5G19770,AT3G03220,AT4G23630,AT4G24970,AT1G07410,AT1G35670,AT5G16750,AT5G49160,AT4G34430,AT5G67230,AT4G17720,AT1G79500,AT4G35520,AT1G75680,AT1G06490,AT3G59100,AT2G29940,AT1G13330,AT1G71830,AT3G02230,AT3G15095,AT3G23670,AT5G18700,AT1G50710,AT4G20050,AT2G21770,AT5G09870,AT5G15630,AT1G28240,AT2G27460,AT2G23380,AT5G46330,AT3G16630,AT3G48710,AT5G01840,AT2G34410,AT5G18410,AT5G12290,AT4G32330,AT5G23720,AT2G46770,AT5G53280,AT1G09320,AT5G23430,AT4G25120,AT5G54160,AT3G42790,AT3G10480,AT2G17560,AT1G33430,AT1G77850,AT2G45490,AT1G32170,AT1G13580,AT4G18780,AT5G05170,AT1G30620,AT4G38350,AT5G64740,AT3G53760,AT3G59690,AT1G62310,AT5G47820,AT3G07160,AT3G54630,AT5G61840,AT5G44340,AT1G09700,AT3G49720,AT1G14830,AT2G33385,AT5G55280,AT5G11470,AT4G21450,AT1G77460,AT5G38880,AT3G27120,AT4G34940,AT1G09330,AT3G43300,AT3G49250,AT4G34660,AT2G30410,AT2G35110,AT2G38440,AT1G14900,AT3G23780,AT5G19390,AT3G03800,AT5G47780,AT3G55480,AT4G39850,AT4G35740,AT3G26370,AT3G19260,AT2G18390,AT3G48750,AT5G05970,AT5G11980,AT1G01510,AT1G13980,AT5G18580,AT2G36250,AT3G27870,AT3G52750,AT3G09740"
"GO:BP","cytoskeleton-dependent cytokinesis","GO:0061640","0.00014834254883715276","3.8287342631670125","32","2632","16","21899","AT3G19050,AT1G69770,AT3G05330,AT3G17360,AT1G50240,AT5G42080,AT2G01210,AT5G49160,AT3G23670,AT5G18700,AT5G09870,AT5G05170,AT5G64740,AT4G34660,AT5G19390,AT3G48750"
"GO:BP","meiotic nuclear division","GO:0140013","0.00016293477739373415","3.787986208397494","91","2215","27","21899","AT2G01990,AT5G51330,AT2G30820,AT3G44960,AT4G30870,AT1G06660,AT2G33793,AT1G04030,AT3G12280,AT2G06510,AT1G04650,AT3G57860,AT5G63920,AT1G50240,AT1G20720,AT5G57880,AT1G63990,AT4G22970,AT1G67370,AT4G24710,AT5G48720,AT2G45280,AT1G22275,AT4G31400,AT4G35520,AT1G13330,AT3G23670"
"GO:BP","regulation of biological process","GO:0050789","0.00019512362632744662","3.709690141356867","5108","492","164","21899","AT3G01140,AT4G39250,AT5G50915,AT2G45190,AT1G24020,AT4G37750,AT5G16230,AT2G41940,AT2G26330,AT1G15360,AT1G46264,AT4G08150,AT5G53210,AT2G44745,AT3G13890,AT2G28550,AT3G06120,AT2G46810,AT1G73360,AT5G46880,AT1G13290,AT1G34245,AT5G60910,AT5G05340,AT2G34830,AT5G42630,AT4G32980,AT5G10970,AT4G12970,AT1G72970,AT4G36920,AT1G21340,AT2G41370,AT1G17140,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT1G75250,AT5G57620,AT5G59845,AT2G17770,AT2G28610,AT5G20635,AT4G01460,AT3G13960,AT3G02610,AT1G08810,AT3G52525,AT1G27370,AT5G14920,AT1G29500,AT4G00730,AT2G30370,AT1G26310,AT1G71450,AT1G04110,AT4G00180,AT1G09540,AT5G48930,AT3G26744,AT1G18100,AT5G39660,AT1G29170,AT1G10470,AT1G80080,AT1G32640,AT1G04240,AT1G10588,AT1G79960,AT1G29450,AT2G46370,AT2G33860,AT1G46480,AT1G59940,AT5G45980,AT5G16450,AT1G69780,AT1G09750,AT3G52440,AT2G41740,AT1G22690,AT5G06510,AT3G15510,AT5G49700,AT5G59510,AT1G74670,AT3G57670,AT4G28720,AT5G43290,AT1G02170,AT5G14090,AT1G72490,AT3G52770,AT5G23280,AT5G15230,AT2G42200,AT4G37740,AT1G72360,AT2G37630,AT4G20140,AT1G15690,AT3G55515,AT5G61850,AT3G58110,AT2G45050,AT4G20260,AT5G65790,AT1G15910,AT1G51940,AT3G57600,AT5G55390,AT3G28455,AT3G28910,AT4G39830,AT2G42300,AT4G09600,AT2G35640,AT3G56370,AT2G36400,AT4G30610,AT4G04605,AT5G13930,AT2G22860,AT3G22780,AT5G41380,AT2G38090,AT3G21330,AT3G58120,AT1G54570,AT1G76420,AT3G14310,AT5G48170,AT5G54630,AT2G36026,AT3G18550,AT1G29430,AT1G75500,AT4G21440,AT2G18500,AT1G09250,AT3G07880,AT2G14210,AT5G14070,AT3G58040,AT5G25190,AT1G72570,AT3G14980,AT2G44830,AT4G03100,AT1G69120,AT1G68130,AT2G26580,AT2G32010,AT1G56170,AT1G10030,AT1G76890,AT5G28300,AT4G20270,AT3G12700,AT5G04870,AT3G55370,AT1G10120,AT4G34220"
"GO:BP","cuticle development","GO:0042335","0.00022893040454046216","3.640296524288088","22","55","4","21899","AT3G01140,AT5G33370,AT1G17840,AT3G43720"
"GO:BP","floral organ development","GO:0048437","0.00023166264559315266","3.635143988310243","254","484","21","21899","AT2G45190,AT1G02065,AT5G46880,AT2G02850,AT5G42630,AT4G32980,AT4G36920,AT2G41370,AT5G57520,AT1G69180,AT3G57510,AT1G71450,AT5G62230,AT3G15510,AT2G42200,AT3G52600,AT1G14720,AT3G22780,AT1G29430,AT1G68130,AT4G20270"
"GO:BP","cortical cytoskeleton organization","GO:0030865","0.00030377626953554716","3.5174461554643384","48","2704","20","21899","AT4G20260,AT1G69230,AT3G01015,AT5G67270,AT3G06030,AT5G65930,AT2G20190,AT3G20860,AT5G08120,AT1G26355,AT3G23090,AT4G16340,AT3G44200,AT5G01840,AT5G23720,AT5G64740,AT3G53760,AT5G18580,AT3G55000,AT3G55005"
"GO:BP","plant-type cell wall organization","GO:0009664","0.00031555548830240553","3.5009242619518206","160","409","15","21899","AT2G21140,AT2G26330,AT1G64760,AT1G73360,AT4G39010,AT4G00730,AT3G57510,AT5G57560,AT4G20140,AT1G15690,AT2G39700,AT1G65680,AT3G02210,AT1G70370,AT1G26770"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","0.0005104496503952376","3.2920470892948237","2933","491","105","21899","AT3G01140,AT4G39250,AT5G50915,AT2G45190,AT4G37750,AT2G41940,AT1G15360,AT1G46264,AT4G08150,AT5G53210,AT2G44745,AT3G13890,AT2G28550,AT3G06120,AT2G46810,AT1G73360,AT5G46880,AT1G13290,AT5G60910,AT2G34830,AT5G42630,AT4G32980,AT5G10970,AT4G36920,AT1G21340,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT1G75250,AT5G57620,AT2G17770,AT2G28610,AT4G01460,AT3G13960,AT1G08810,AT3G52525,AT1G27370,AT4G00730,AT1G26310,AT1G71450,AT4G00180,AT1G09540,AT3G26744,AT5G39660,AT1G10470,AT1G32640,AT1G04240,AT1G79960,AT2G33860,AT1G46480,AT1G59940,AT5G45980,AT5G16450,AT1G69780,AT3G52440,AT5G06510,AT3G15510,AT5G49700,AT3G57670,AT5G43290,AT3G52770,AT5G23280,AT2G42200,AT4G37740,AT1G72360,AT2G37630,AT1G15690,AT5G61850,AT3G58110,AT2G45050,AT5G65790,AT1G15910,AT3G57600,AT5G55390,AT3G28910,AT2G42300,AT2G35640,AT2G36400,AT4G04605,AT3G22780,AT2G38090,AT3G21330,AT3G58120,AT1G76420,AT3G14310,AT5G54630,AT2G36026,AT3G18550,AT4G21440,AT2G18500,AT1G09250,AT2G14210,AT5G14070,AT5G25190,AT1G72570,AT3G14980,AT1G69120,AT1G68130,AT2G26580,AT1G56170,AT1G76890,AT5G28300,AT3G55370,AT1G10120"
